FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
NH,2.210526316,0.9473684211,W,W,W,W,D,W,1.026315789,-0.4736842105,0.07894736842,-5
NH,0.2894736842,0.8684210526,L,L,L,L,D,L,-1.710526316,-0.7631578947,-0.02631578947,10
H,1.631578947,1.131578947,L,D,L,L,D,W,0.5263157895,-0.4736842105,-0.07894736842,-7
H,1.026315789,1.447368421,W,L,L,L,L,W,-0.4473684211,-0.02631578947,-0.02631578947,-2
NH,1.5,0.8684210526,L,L,L,W,W,L,0.2368421053,-0.6052631579,-0.1315789474,-9
NH,1.026315789,2.105263158,L,W,L,W,W,W,-0.5789473684,1.105263158,-0.1052631579,14
NH,1.210526316,1.921052632,W,D,D,W,D,W,0.1842105263,0.9736842105,-0.1052631579,2
NH,1.263157895,1.552631579,L,D,W,L,D,W,-0.2105263158,0.5263157895,-0.1578947368,4
NH,1.052631579,2.210526316,W,D,D,W,L,D,-0.3947368421,1.473684211,0.02631578947,17
H,1.5,1,W,W,L,D,L,W,0.25,0.25,0.5,1
H,1.75,1,D,W,W,L,W,D,0.5,0,0.75,3
NH,1.5,1.75,W,W,L,D,W,W,1,1.25,-0.25,7
NH,1,1,L,W,D,L,D,W,-0.5,-1,0,-6
H,0.75,1.5,W,L,L,W,L,W,-0.5,0.25,-0.75,-5
H,0.25,1.5,D,L,L,W,L,W,-0.5,0.25,-1.25,8
NH,0.75,0.75,W,L,L,L,W,L,0.75,-0.75,0,-1
NH,0.75,0.75,L,W,L,L,W,L,-0.5,-0.75,0,13
NH,0.25,1,D,L,L,D,L,W,-0.5,0.25,-0.75,5
H,1,1.5,L,D,W,W,W,L,-0.5,0.25,-0.5,-10
NH,0.8,1.8,L,D,L,W,W,L,0,1.4,-1,13
NH,2,0.6,W,D,W,L,L,W,0.6,-0.6,1.4,-14
H,0.8,1.2,D,L,W,L,W,L,-0.6,0,-0.4,2
H,1.2,0.8,L,W,L,L,L,W,0,-0.6,0.4,-2
NH,2,1,W,D,W,D,L,W,1.4,0,1,1
NH,1.4,1.2,W,L,D,W,L,W,-0.6,-0.4,0.2,13
H,1.2,1.2,L,W,W,W,W,L,0.4,-0.2,0,1
NH,0.2,0.8,L,D,L,D,W,L,-0.6,0.6,-0.6,-3
NH,0.8,1.4,W,D,L,W,D,L,-0.2,0.4,-0.6,12
NH,1.8,1.4,W,W,L,W,L,D,1.4,-0.6,0.4,-15
H,1.666666667,1.166666667,W,W,D,W,D,L,0.5,-0.1666666667,0.5,-9
NH,1.166666667,1.833333333,D,W,L,D,W,D,-0.3333333333,0.5,-0.6666666667,1
NH,1,1.5,L,L,W,W,L,W,-0.1666666667,0.3333333333,-0.5,7
H,1.333333333,0.6666666667,W,D,L,L,L,D,0.3333333333,-0.3333333333,0.6666666667,-15
NH,1,0.6666666667,L,L,W,L,W,D,-0.3333333333,-0.3333333333,0.3333333333,-5
NH,0.6666666667,1.166666667,L,L,L,W,L,L,-0.8333333333,-0.8333333333,-0.5,5
NH,0.6666666667,1.833333333,D,L,L,D,W,D,-0.5,1.166666667,-1.166666667,16
H,1,0.3333333333,L,W,W,D,L,D,-1.166666667,-0.5,0.6666666667,-3
H,0.8333333333,1.5,D,D,W,W,L,W,0.5,1.333333333,-0.6666666667,5
NH,1.166666667,1.333333333,W,L,L,W,D,L,-0.8333333333,0.3333333333,-0.1666666667,6
NH,1,1.714285714,L,W,D,L,W,W,-0.2857142857,1.142857143,-0.2857142857,12
H,1,0.8571428571,W,L,W,L,L,L,-0.1428571429,-0.2857142857,0.1428571429,1
NH,1.142857143,0.8571428571,W,D,D,L,L,L,0.5714285714,-0.4285714286,0.7142857143,1
H,2,1.857142857,W,D,W,W,W,W,1.285714286,0.5714285714,0.1428571429,-4
NH,1,0.5714285714,L,D,W,L,L,L,-0.5714285714,-0.8571428571,0.5714285714,-7
NH,1.285714286,2,L,W,L,W,D,W,1,0.7142857143,-0.2857142857,5
H,1.285714286,0.5714285714,W,L,W,L,D,L,-0.7142857143,-0.7142857143,0.7142857143,-10
NH,0.2857142857,1.571428571,L,D,L,W,D,W,-0.7142857143,-0.2857142857,-0.8571428571,-7
NH,1.714285714,0.5714285714,W,W,L,L,L,L,0.4285714286,-0.5714285714,1.142857143,-6
H,1.714285714,1,L,W,W,L,D,W,1.142857143,-0.5714285714,0.2857142857,-2
NH,1.625,1.5,L,W,W,W,W,L,0.25,-0.5,-0.25,-2
NH,0.875,1.25,W,L,L,L,W,W,-0.25,-0.75,-0.25,9
NH,0.875,1,D,L,L,D,L,W,-0.25,-0.25,-0.125,2
H,2.125,1,W,W,D,L,W,D,0.75,0.375,0.375,-10
H,1.75,1.25,W,W,W,W,W,L,1,0,0,-17
NH,1.125,2.125,W,L,L,W,W,D,-0.25,1.375,-0.625,11
H,1.75,1.5,W,W,D,L,W,W,-0.125,0.125,0.125,8
H,0.5,0.25,L,L,D,L,L,D,-0.75,-0.75,-0.125,7
NH,0.625,1.125,D,L,L,L,L,W,-0.75,0.75,-0.625,3
NH,1.25,1.125,L,W,W,W,L,L,-0.75,-0.25,0,-6
NH,0.8888888889,1.666666667,L,D,L,D,W,W,-0.6666666667,0.8888888889,-0.6666666667,4
H,1,0.6666666667,D,D,L,D,D,L,-0.2222222222,-0.6666666667,0.4444444444,3
NH,1.111111111,1.888888889,L,W,W,W,W,W,-0.4444444444,0,-0.4444444444,0
NH,2.222222222,2.222222222,W,W,W,W,W,W,1.777777778,0.7777777778,0,-2
H,1.111111111,0.7777777778,D,L,L,W,L,L,0.6666666667,-0.5555555556,0,-9
NH,1.444444444,0.8888888889,D,W,W,D,D,L,-0.4444444444,-0.2222222222,0.8888888889,-9
H,0.2222222222,0.8888888889,L,L,L,D,W,L,-0.7777777778,-0.2222222222,-0.3333333333,-5
NH,1.333333333,1.777777778,L,L,W,W,D,L,0,1.111111111,-0.4444444444,7
NH,0.8888888889,1.555555556,L,L,W,D,L,W,0.2222222222,0.2222222222,-0.5555555556,8
H,0.6666666667,1.111111111,D,D,L,L,W,W,-0.6666666667,-0.4444444444,-0.7777777778,-6
NH,1.9,0.5,W,W,D,W,L,L,1.2,-0.5,0.6,-8
H,1.7,1.2,W,D,L,D,D,L,0.6,-0.6,0.2,-1
NH,0.8,0.9,L,D,W,D,L,D,-0.4,-0.6,0.1,11
H,1.1,0.8,W,D,D,L,L,L,0,-0.2,0.1,3
NH,2,2,W,W,W,L,W,W,0.3,1.5,0.3,16
H,2.3,1.4,W,W,W,D,D,W,0.8,-0.4,0.5,-4
H,1.8,1.2,W,D,W,L,L,L,1,-0.2,0.7,-9
H,1,1.3,D,L,W,W,D,L,-0.7,0.9,-0.3,4
H,0.7,1.2,L,W,L,W,D,D,-0.8,-0.1,-0.4,3
H,2,1.2,L,W,W,W,D,D,1.5,-0.1,0.2,-13
H,1.090909091,1,W,D,L,L,W,D,-0.4545454545,-0.09090909091,0,-12
H,1.909090909,1.818181818,W,W,D,L,W,W,1,0,0.09090909091,-17
NH,1.181818182,1.090909091,W,D,L,L,L,L,-0.4545454545,-0.3636363636,0.3636363636,3
NH,1.272727273,0.7272727273,L,D,D,L,L,L,-0.4545454545,-0.3636363636,0.4545454545,-6
H,0.9090909091,1.818181818,W,L,W,D,W,W,-0.6363636364,1.090909091,-0.1818181818,15
H,0.5454545455,2.363636364,D,W,L,W,W,W,-0.4545454545,0.8181818182,-1,7
NH,0.9090909091,1.090909091,L,L,L,L,D,D,-0.7272727273,-0.6363636364,0.09090909091,11
H,0.7272727273,1.181818182,L,L,D,L,W,D,-0.4545454545,0.6363636364,0,7
H,0.8181818182,1.818181818,W,L,D,W,W,D,-0.5454545455,0.6363636364,-0.4545454545,6
H,1.818181818,1.909090909,D,W,W,W,W,D,1.090909091,1,-0.4545454545,2
NH,1.666666667,0.9166666667,L,L,W,W,L,L,-0.08333333333,-0.25,0.1666666667,2
H,2.166666667,0.9166666667,L,W,W,D,L,L,0.6666666667,-0.6666666667,0.6666666667,-14
NH,1,1.166666667,L,L,W,L,L,D,-0.5833333333,-0.5,0,7
NH,1.083333333,1.25,D,L,L,W,W,D,-0.3333333333,-0.3333333333,-0.5833333333,5
NH,0.9166666667,1.083333333,W,L,L,W,W,L,-0.25,-0.5,-0.5,-4
NH,1.666666667,1.166666667,L,W,W,D,W,D,0.4166666667,-0.4166666667,-0.08333333333,-7
NH,1.083333333,2.166666667,D,L,D,W,W,L,-0.5833333333,1.916666667,-0.75,5
H,1.166666667,1,W,L,W,W,W,L,0,-0.3333333333,0,5
NH,1.083333333,0.75,L,L,W,W,D,W,0.4166666667,-0.3333333333,-0.25,-2
NH,1.666666667,1.666666667,L,D,W,L,W,W,0.9166666667,0.4166666667,0.08333333333,-3
NH,1,0.9230769231,L,D,L,L,L,L,-0.6923076923,-0.6153846154,-0.07692307692,-8
NH,1.076923077,2.230769231,W,W,L,W,L,W,-0.1538461538,0.8461538462,-0.3846153846,12
H,1.307692308,0.9230769231,W,W,L,W,W,D,0.07692307692,-0.2307692308,0,6
H,1.846153846,1.076923077,W,L,W,D,W,W,1.153846154,-0.4615384615,0,-17
NH,0.9230769231,0.9230769231,L,W,W,D,W,L,-0.3846153846,-0.2307692308,0.2307692308,-2
NH,0.8461538462,2.230769231,L,D,L,W,W,W,-0.8461538462,1.923076923,-0.8461538462,16
NH,1,1.307692308,L,D,L,W,L,L,-0.4615384615,-0.3846153846,-0.3076923077,2
NH,1.384615385,1.307692308,W,W,W,W,D,W,-0.1538461538,-0.3076923077,0.1538461538,-8
NH,1.538461538,1,L,L,L,L,L,L,-0.1538461538,0.3076923077,0.1538461538,9
NH,1.538461538,1.846153846,L,L,W,W,L,W,0.3076923077,1.153846154,-0.2307692308,5
NH,2.285714286,0.9285714286,W,W,W,D,L,W,2,-0.3571428571,0.3571428571,-10
NH,2.285714286,1.285714286,W,W,L,D,W,W,0.9285714286,0.07142857143,0.1428571429,-13
H,1,1.642857143,D,L,L,L,W,L,0.2857142857,0.7142857143,-0.2142857143,6
NH,1.285714286,1,D,W,D,L,W,W,-0.2857142857,-0.2857142857,0.2142857143,-3
NH,1.285714286,1.5,D,W,L,D,L,L,-0.3571428571,-0.1428571429,0.07142857143,-10
H,1,0.7857142857,L,D,W,L,L,D,-0.7857142857,-1,0.4285714286,0
NH,1.071428571,1,W,L,L,D,L,D,-0.5,-0.4285714286,0.2857142857,5
H,0.8571428571,0.9285714286,L,W,W,L,L,D,-0.2857142857,-0.7142857143,0.5714285714,4
H,0.9285714286,1.357142857,D,D,W,D,W,W,-0.2142857143,-0.1428571429,-0.4285714286,9
NH,1.642857143,1.285714286,W,L,L,D,W,W,0.4285714286,0.07142857143,-0.07142857143,-11
NH,1.2,0.9333333333,L,D,W,D,D,L,-0.4,-0.3333333333,0,1
NH,1.133333333,1.466666667,W,L,D,D,D,L,-0.6666666667,-0.1333333333,0.5333333333,0
NH,1,1.133333333,L,W,L,W,L,W,-0.5333333333,-0.1333333333,-0.4,-1
H,1.066666667,0.7333333333,W,D,D,L,L,L,-0.1333333333,-1,0.4666666667,-4
NH,2.2,1.533333333,D,W,W,L,L,W,1.866666667,0.4666666667,0.6,-1
NH,1.133333333,1.866666667,W,D,L,W,D,W,0.4666666667,1.066666667,-0.4,8
H,1.266666667,0.8666666667,D,D,W,L,L,L,-0.3333333333,-0.7333333333,0.2666666667,1
NH,1,1.266666667,W,L,W,L,D,W,-0.2,-0.2,0,6
NH,2.2,1.133333333,D,W,W,W,D,L,0.8666666667,-0.3333333333,0.3333333333,-6
H,1.533333333,1.066666667,L,L,W,W,D,D,0.4666666667,-0.1333333333,-0.2666666667,-11
NH,0.8125,2.125,L,L,L,D,D,W,-0.75,0.8125,-0.4375,3
NH,1.25,2.0625,W,W,L,L,D,W,0.0625,1.6875,0.125,14
NH,1.25,1.0625,D,D,D,L,W,D,0.0625,0.375,0.3125,8
H,1.4375,1.1875,D,D,D,D,L,D,-0.125,-0.375,-0.1875,5
H,1.9375,0.9375,W,W,D,L,L,W,1.0625,-0.6875,0.4375,-14
NH,0.9375,1.125,D,D,D,D,W,L,-0.3125,-0.625,-0.125,-6
NH,1.375,1.5625,W,L,D,D,D,W,-0.125,0.375,0.3125,-1
NH,0.6875,1.375,L,L,L,W,D,D,-1,-0.25,-0.4375,10
NH,1.125,0.9375,D,W,D,L,W,L,-0.3125,-0.25,-0.1875,-1
H,1.5625,1.25,D,D,W,W,W,L,0.375,0.0625,-0.4375,-10
NH,2.176470588,1.529411765,W,D,D,W,D,D,0.8823529412,-0.05882352941,0.2941176471,-14
NH,1.058823529,1.294117647,D,L,W,L,W,L,0.3529411765,-0.1764705882,-0.1176470588,4
NH,1.117647059,1.705882353,L,D,L,W,W,L,-0.4117647059,0.5294117647,-0.2352941176,10
NH,1.117647059,1.235294118,D,D,W,D,D,D,-0.5882352941,0.05882352941,-0.05882352941,1
H,0.8823529412,0.7058823529,L,L,L,D,L,L,-0.7058823529,-0.9411764706,0.1176470588,-3
NH,1.058823529,1.882352941,W,L,W,D,W,W,-0.1176470588,1,-0.1176470588,10
H,1.117647059,0.7647058824,L,W,W,L,L,L,-0.1176470588,-0.8235294118,0.4705882353,7
NH,2.117647059,1.058823529,W,L,D,L,D,W,1.705882353,-0.4117647059,0.2941176471,-8
NH,1.352941176,0.9411764706,D,W,D,D,D,D,-0.2352941176,-0.2941176471,0.2941176471,-4
H,0.7647058824,1.117647059,L,L,L,D,D,W,-0.8235294118,-0.5882352941,-0.3529411765,-11
H,1.111111111,1.277777778,L,L,W,L,D,W,-0.1666666667,-0.3888888889,0,8
H,1.333333333,1.111111111,W,D,D,D,L,D,0.2222222222,-0.3888888889,0.2222222222,4
NH,1.5,1,D,W,D,W,L,L,-0.05555555556,-0.4444444444,0.05555555556,3
NH,1.055555556,1.722222222,D,L,D,W,W,D,-0.3888888889,0.5,-0.2777777778,4
NH,1.666666667,2.111111111,D,W,W,D,W,D,0.5,0.8333333333,-0.1111111111,-1
H,1.055555556,1.055555556,W,D,D,D,W,L,-0.1111111111,-0.1111111111,0,1
H,0.6666666667,1,L,D,L,L,D,L,-1.111111111,0.2777777778,-0.2222222222,9
NH,1.388888889,2.055555556,W,L,W,D,W,L,-0.1111111111,1.611111111,-0.05555555556,3
NH,1.722222222,1.666666667,W,W,D,D,W,W,0.5,0.5,0.2222222222,3
H,2.055555556,0.6666666667,D,W,L,L,D,L,1.611111111,-1.111111111,0.3888888889,-16
H,2.052631579,1.210526316,D,D,W,W,L,L,0.7894736842,-0.1052631579,-0.1052631579,-12
H,0.9473684211,1.421052632,L,L,D,L,D,W,0.2105263158,-0.2105263158,-0.1052631579,-9
NH,1.052631579,1.368421053,L,D,L,D,W,L,-0.5263157895,-0.1052631579,-0.2631578947,8
NH,1.210526316,1,L,L,D,L,D,L,-0.4210526316,-0.4210526316,0,-2
NH,1.052631579,2,L,D,D,W,W,D,-0.6842105263,1,-0.3684210526,17
NH,1.105263158,0.8421052632,W,W,L,W,L,L,-0.2631578947,-0.7368421053,0.1578947368,8
NH,1,1.315789474,L,D,W,D,W,D,-0.1578947368,0.2105263158,0,-6
H,1.315789474,1.157894737,W,W,L,W,W,D,0.1052631579,-0.05263157895,0.1578947368,2
H,1.631578947,1.210526316,D,D,W,L,L,D,0.4736842105,-0.4210526316,0.1578947368,-5
NH,0.8421052632,0.9473684211,W,L,L,L,L,D,-0.7368421053,0.2105263158,-0.05263157895,-2
NH,1.15,1.4,L,W,L,W,W,W,-0.25,0.15,-0.3,2
H,1.45,1.1,W,D,W,D,W,W,-0.05,-0.25,0.15,-10
NH,1.3,2.05,D,D,W,W,D,D,0.2,1.55,-0.05,15
NH,1.1,2.1,L,W,W,W,D,D,-0.1,0.9,-0.05,8
H,0.75,1,L,W,L,D,L,D,-1.05,-0.15,-0.05,7
H,1.1,1,W,L,D,L,L,D,-0.25,-0.7,0.1,-8
H,2.05,1,W,W,W,L,L,D,1.1,-0.55,0.55,-12
NH,1.35,1.75,L,L,D,D,W,W,-0.4,0.5,-0.3,12
H,1.6,1.15,D,D,D,L,W,L,0.45,-0.25,0.15,-13
H,1.75,0.75,D,W,W,L,W,L,0.5,-1.05,0.35,-12
H,1.523809524,1.285714286,W,W,D,L,L,L,0.09523809524,-0.4285714286,0.2857142857,-13
NH,0.9523809524,1.047619048,L,L,L,L,D,W,-0.5714285714,-0.380952381,-0.2857142857,-2
NH,1.047619048,1.19047619,L,L,W,W,W,L,-0.2857142857,-0.1904761905,0,2
NH,0.9523809524,2.142857143,L,L,L,W,W,D,-0.7142857143,1.047619048,-0.4285714286,14
H,2.095238095,2,W,W,W,D,W,D,1.095238095,1.476190476,0.1904761905,-1
H,1.476190476,0.9523809524,W,W,W,L,D,L,0.1904761905,-0.2380952381,0.3333333333,3
H,2.095238095,1.476190476,W,W,W,W,W,W,1.095238095,0.1904761905,0.04761904762,-13
H,0.8571428571,1.047619048,D,D,W,L,L,W,-0.6666666667,-0.2857142857,-0.09523809524,-5
NH,1.095238095,2.095238095,L,L,W,W,W,W,-0.2857142857,1.095238095,-0.4761904762,15
H,2,0.9523809524,D,W,D,L,L,L,1.476190476,-0.7142857143,0.3333333333,-16
NH,1.227272727,1.727272727,L,L,L,W,W,D,-0.5,0.5,-0.3636363636,15
H,1.136363636,1.409090909,W,D,W,L,W,W,0.4090909091,0.1363636364,-0.2272727273,-5
NH,1.045454545,1.863636364,D,L,D,W,W,D,-0.3636363636,0.5454545455,-0.2272727273,9
H,0.8181818182,0.9545454545,L,W,L,D,L,L,-0.9090909091,-0.5454545455,0.1818181818,5
NH,0.9090909091,1.090909091,L,L,D,D,L,L,-0.2727272727,-0.5454545455,0.04545454545,3
H,1.181818182,1.181818182,D,W,W,L,L,D,-0.1818181818,0.04545454545,0.1363636364,-7
NH,2.090909091,1.590909091,D,W,W,W,W,W,1,0.1818181818,-0.1818181818,-1
NH,1.090909091,1.863636364,D,L,L,W,W,D,-0.5454545455,0.5454545455,-0.5454545455,2
H,1.045454545,1.181818182,D,L,D,L,L,D,-0.3636363636,0.04545454545,0.1363636364,-2
H,0.9090909091,0.9545454545,L,L,D,D,L,L,-0.2727272727,-0.6818181818,0,-7
NH,0.9130434783,2.173913043,W,L,W,W,W,W,-0.7391304348,1.260869565,-0.2608695652,17
NH,0.9565217391,1,D,W,D,L,L,L,-0.4782608696,-0.347826087,0.2608695652,-9
H,1.956521739,0.9130434783,W,L,D,L,D,L,1.260869565,-0.652173913,0.3043478261,-11
NH,1.565217391,1.782608696,D,W,W,W,W,W,0.1739130435,0.5652173913,0,2
H,1.217391304,1,W,W,D,L,D,L,0.4347826087,-0.3913043478,0.2608695652,-3
H,1.260869565,1.173913043,W,D,W,L,L,L,-0.08695652174,-0.5652173913,0.4347826087,-8
NH,1.347826087,2.043478261,L,L,W,D,D,W,0.08695652174,0.9565217391,0,10
NH,1.782608696,1.260869565,W,W,W,W,D,W,0.5652173913,-0.08695652174,0.04347826087,-7
NH,1.913043478,1.347826087,W,W,W,L,L,W,0.5652173913,0.08695652174,0.1739130435,-8
H,1,0.9130434783,L,L,L,D,L,L,-0.347826087,-0.2608695652,0.04347826087,5
H,1.25,1,D,W,L,L,L,D,0.125,-0.625,0.1666666667,9
NH,1.125,0.875,L,L,L,L,W,L,-0.625,-0.9166666667,-0.25,0
H,2.208333333,1.541666667,W,W,W,D,D,W,1.25,0.1666666667,0.1666666667,-4
NH,0.875,0.9583333333,L,L,D,D,D,W,-0.7083333333,-0.4583333333,-0.25,6
H,0.875,1.166666667,L,L,D,L,W,W,-0.75,0.375,-0.375,9
H,2,2,D,D,D,W,W,L,0.9166666667,1.291666667,-0.04166666667,2
NH,0.9583333333,1.083333333,L,L,D,W,L,D,-0.4166666667,-0.3333333333,-0.1666666667,-3
NH,0.9583333333,1.958333333,D,D,W,W,W,W,-0.4583333333,0.5833333333,-0.25,1
NH,2,1.125,W,W,L,L,L,L,1.291666667,-0.625,0.4166666667,-16
H,1.541666667,1,D,D,W,D,L,L,0.1666666667,-0.3333333333,0.4166666667,-11
H,1.24,0.88,W,L,W,D,L,L,0.4,-0.68,0.32,-4
NH,0.96,2.04,L,L,L,W,D,D,-0.64,0.96,-0.32,4
H,1.08,0.96,D,W,L,W,L,L,-0.32,-0.68,0.04,-3
NH,0.88,0.96,D,L,W,D,L,L,-0.88,-0.4,0.2,6
NH,1.32,1.2,D,D,L,L,D,W,0.08,0,0.04,-3
NH,0.96,1.72,L,W,D,D,D,W,-0.2,0.52,-0.28,8
NH,1.32,2.24,D,W,W,W,W,W,0,1.24,-0.16,9
H,0.96,1.24,L,L,L,W,L,W,-0.64,0.4,-0.36,-1
H,2.24,1.2,W,W,W,L,D,W,1.24,0,0.44,-16
NH,1.72,1.08,D,D,W,D,W,L,0.52,-0.32,0.24,-12
NH,1.961538462,1.884615385,W,D,W,D,L,W,0.6153846154,1.115384615,0.2307692308,4
H,1.038461538,1.269230769,L,W,D,L,D,W,-0.3846153846,-0.03846153846,-0.1538461538,6
H,2.269230769,0.8846153846,W,W,W,L,L,D,1.307692308,-0.5384615385,0.3846153846,-6
NH,0.8461538462,1.307692308,L,D,L,D,D,D,-0.6923076923,0.07692307692,-0.03846153846,-1
NH,0.9230769231,1.038461538,L,W,L,W,L,L,-0.7307692308,-0.5384615385,0,10
H,1.269230769,0.8461538462,W,L,D,L,D,L,0.07692307692,-0.8846153846,0.1153846154,-1
NH,2.076923077,1.192307692,W,W,D,L,W,L,0.9615384615,0.3076923077,0,-5
NH,1.038461538,1.538461538,W,D,L,W,L,D,-0.3461538462,0.2307692308,-0.1153846154,7
NH,1.115384615,0.9615384615,D,D,L,D,L,W,-0.5769230769,-0.1923076923,-0.1153846154,7
NH,1.692307692,1.269230769,D,D,D,W,L,D,0.5,0.07692307692,0.07692307692,-14
H,1.925925926,1.296296296,W,D,L,D,D,D,1.111111111,0.07407407407,0.2222222222,-12
H,1.518518519,0.8148148148,D,W,L,L,L,D,0.2222222222,-0.9259259259,0.07407407407,-13
H,0.8518518519,2.037037037,D,L,D,D,W,W,-0.6666666667,0.9259259259,-0.2592592593,9
NH,1.888888889,0.9259259259,L,W,D,D,L,W,0.5555555556,-0.7037037037,0.2222222222,-12
H,1.111111111,1.037037037,W,L,W,D,W,D,-0.3333333333,-0.3333333333,0.07407407407,4
NH,1.074074074,0.962962963,L,D,D,W,L,L,-0.5925925926,-0.4814814815,-0.1111111111,11
H,1.222222222,1.185185185,L,L,D,D,L,W,-0.07407407407,0.2962962963,0,1
H,2.037037037,1.148148148,D,W,W,D,W,D,0.9259259259,-0.2222222222,0.03703703704,-11
NH,1.037037037,1.925925926,D,W,L,W,D,L,-0.5185185185,1.111111111,-0.2222222222,6
NH,0.8148148148,1.666666667,L,L,D,D,D,D,-0.9259259259,0.4814814815,-0.1111111111,15
NH,0.9642857143,1.571428571,D,W,L,W,D,W,-0.4642857143,0.2857142857,-0.1071428571,2
NH,1.214285714,1.035714286,L,D,W,L,L,D,0.03571428571,-0.6071428571,0.1071428571,-1
H,1.142857143,1.857142857,L,D,L,D,L,W,0.25,0.5357142857,-0.1428571429,3
NH,1,2.321428571,L,D,W,W,W,W,-0.3571428571,1.285714286,-0.3571428571,11
H,0.9285714286,1.178571429,D,D,L,W,W,L,-0.6785714286,-0.2857142857,-0.1785714286,2
H,1.107142857,0.9285714286,W,W,D,W,D,L,0,-0.5714285714,0.1785714286,-2
NH,1.25,1.285714286,L,D,D,W,L,L,0.03571428571,-0.03571428571,-0.1071428571,4
NH,1.107142857,1.107142857,L,D,W,W,W,D,-0.2857142857,0,-0.07142857143,4
NH,1.214285714,0.9642857143,L,D,W,D,W,L,0.03571428571,-0.4642857143,0,10
H,1.642857143,0.9642857143,D,D,D,D,W,L,0.4642857143,-0.4642857143,0,-4
NH,1.137931034,1.172413793,L,W,W,L,L,D,-0.3448275862,0,0.1724137931,-1
H,1.551724138,1,D,W,D,W,D,D,0.275862069,-0.5862068966,0,-13
NH,1.103448276,0.9655172414,W,L,L,L,L,D,-0.5517241379,-0.3793103448,0,6
NH,2.24137931,2,L,W,W,W,L,D,1.137931034,0.8620689655,0.06896551724,-3
NH,0.8965517241,1,L,W,D,D,L,D,-0.6896551724,-0.5172413793,0,5
NH,1.103448276,1.206896552,D,L,D,L,L,D,-0.275862069,0,0.1034482759,1
NH,1.793103448,1.103448276,L,D,L,D,W,W,0.4482758621,0,-0.1034482759,-5
H,2,1.206896552,W,W,W,W,L,D,1.103448276,0.3103448276,0.1034482759,-7
NH,1.344827586,0.7586206897,W,W,L,L,L,L,0,-1,0.2068965517,-8
NH,1.034482759,1.344827586,W,D,W,W,W,L,-0.4137931034,0,0,-3
H,1.233333333,2.166666667,W,L,L,L,L,W,0.06666666667,1.033333333,-0.06666666667,16
NH,0.9666666667,1.733333333,D,L,L,W,W,D,-0.3666666667,0.6333333333,-0.1333333333,9
H,1.066666667,1.6,W,D,L,W,D,W,-0.4666666667,0.3333333333,-0.1,3
H,0.9666666667,0.9,L,W,D,D,L,W,-0.6333333333,-0.6666666667,0,5
H,1.166666667,2.033333333,W,D,W,W,W,W,0.03333333333,1.1,-0.06666666667,9
NH,0.7666666667,1.1,D,L,L,L,L,W,-0.9666666667,-0.4,-0.1666666667,2
H,2.033333333,1.733333333,W,W,L,L,L,D,0.9333333333,0.4,0.2,-2
H,1.166666667,1.066666667,L,W,L,L,D,L,0.2666666667,-0.3,-0.03333333333,-6
H,1.266666667,1.1,W,L,L,D,W,L,0.03333333333,-0.5333333333,0,-4
H,1.733333333,1.166666667,W,W,D,L,W,L,0.6333333333,0.2666666667,0.1666666667,-6
H,1,1.225806452,D,L,W,W,W,D,-0.5161290323,0.06451612903,-0.1612903226,-4
H,1.096774194,0.8709677419,D,L,L,L,D,L,-0.3870967742,-0.6774193548,0.06451612903,3
NH,1.290322581,2.064516129,W,W,L,W,W,W,0.1290322581,1.064516129,-0.09677419355,13
NH,1.064516129,1.064516129,L,D,W,D,W,D,-0.5483870968,-0.4516129032,-0.06451612903,10
NH,0.935483871,1.967741935,L,D,L,L,W,W,-0.4193548387,1.032258065,-0.3225806452,10
NH,0.7741935484,1.032258065,D,D,L,W,L,W,-0.935483871,-0.5806451613,-0.1935483871,0
H,1.322580645,1.032258065,D,D,W,L,L,D,0,-0.3225806452,0.1935483871,-5
H,1.548387097,1.322580645,L,W,D,W,W,L,0.2903225806,0.06451612903,0.03225806452,-9
H,2.193548387,1.677419355,W,L,L,L,L,L,1.032258065,0.2258064516,0.2580645161,-5
H,1.967741935,1.096774194,L,W,W,D,L,L,1.032258065,-0.3870967742,0.1612903226,-14
H,2.09375,1.0625,W,W,W,W,D,L,1.0625,-0.46875,0.125,-3
H,0.84375,1.0625,L,L,D,D,L,D,-0.75,-0.53125,-0.03125,-5
NH,1.0625,0.75,D,D,W,L,D,D,-0.4375,-0.96875,0.125,-10
NH,1.09375,0.90625,W,W,L,L,L,D,-0.5,-0.46875,0.28125,6
NH,1,2.21875,L,L,L,W,W,L,-0.375,1.03125,-0.25,14
H,1.1875,1.375,L,W,W,W,D,D,0.03125,0.0625,-0.03125,1
NH,1.28125,1.8125,L,W,W,W,W,W,-0.0625,0.71875,-0.21875,11
NH,1.625,1.59375,L,L,L,W,L,W,0.1875,0.40625,-0.28125,1
NH,1.1875,1.25,L,W,L,L,W,W,0.21875,0.09375,0,-8
NH,1.625,1.375,L,L,L,W,D,D,0.1875,0.0625,-0.3125,-4
NH,0.9090909091,1.303030303,W,L,L,W,L,W,-0.6666666667,0.1515151515,-0.1515151515,-4
H,1.121212121,1.121212121,W,D,D,L,W,D,-0.3939393939,-0.303030303,0.1515151515,-8
